,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,dataset_train
0,gsea,PI3K-Akt signaling pathway,0.5558190503244914,2.8204855364347368,0.0,0.0,0.0,99/289,23.65%,COL4A6;FGF23;COL9A1;THBS2;CD19;TNC;COL4A3;FGF10;FGF16;LPAR4;EPO;LPAR3;EREG;FLT3;COL2A1;EIF4E1B;GNGT1;FGF5;ITGA8;CHRM1;ANGPT1;PCK1;PKN3;OSM;IL2RA;ITGB7;IL2RG;LAMC3;TNN;PDGFRA;ITGA11;IL4;OSMR;IGF2;LAMB2;COL6A2;FGF6;LPAR5;LAMA1;GNB3;PIK3R6;GNG13;CSF3;IL7R;NTF3;PDGFRB;THBS4;FGF17;IGF1;GNG8;FGF21;COL1A1;FGF20;CDK6;SYK;ITGB4;GNG11;PDGFD;EFNA3;CREB3L4;IL2RB;KDR;FGF7;FN1;ERBB2;VWF;THBS3;LAMA4;COL6A5;NGFR;COL6A1;COL4A5;ITGA7;EGF;COL1A2;KIT;NGF;PIK3CG;FGF2;FGFR4;CHAD;LAMB3;PIK3AP1;TEK;TLR4;RELN;FGF18;FGF22;EPOR;FLT4;ITGA10;IL7;FGFR3;PDGFC;FLT1;GNGT2;GNG10;MYB;CHRM2,embedding_top30_human
1,gsea,Human papillomavirus infection,0.49636079681140877,2.6726879965132135,0.0,0.0,0.0,74/270,26.86%,WNT8A;COL4A6;COL9A1;THBS2;TBPL2;TNC;COL4A3;ATP6V1E2;WNT8B;ATP6V0D2;COL2A1;HES2;ITGA8;WNT3A;FZD10;ATP6V1C2;WNT2;ITGB7;LAMC3;TNN;WNT11;ATP6V1B1;ITGA11;LAMB2;COL6A2;LAMA1;WNT7A;WNT2B;CCNA1;WNT6;PDGFRB;THBS4;TCF7;COL1A1;CDK6;ITGB4;CREB3L4;FN1;FZD4;VWF;THBS3;LAMA4;COL6A5;PTGS2;COL6A1;COL4A5;ITGA7;EGF;LFNG;COL1A2;WNT16;WNT7B;CHAD;LAMB3;HEY2;RELN;WNT9A;NOTCH3;WNT10A;FZD9;ITGA10;RBPJL;CCNA2;SOS2;CREB3L3;FZD2;ATP6V0A4;JAG1;AXIN2;VTN;HEY1;ITGB6;ITGA5;MTOR,embedding_top30_human
2,gsea,JAK-STAT signaling pathway,0.5785701174022247,2.638544444381714,0.0,0.0,0.0,42/113,26.86%,GFAP;IL21R;IL13RA2;IL12A;IFNG;EPO;IFNE;IL19;IL23R;IL5RA;IL5;OSM;IL2RA;MPL;IL2RG;IL12RB2;PDGFRA;IL4;OSMR;IL21;LEP;LEPR;CSF3;IL7R;PDGFRB;IL22RA1;IL22RA2;IL10RA;IL15;IL2RB;IL24;EGF;IL10;EPOR;IL7;IL20RA;STAT4;IL6;SOS2;LIF;TSLP;MTOR,embedding_top30_human
3,gsea,Ras signaling pathway,0.5179305578806445,2.6277497050637546,0.0,0.0,0.0,67/192,29.24%,PLA2G4D;FGF23;FGF10;FGF16;PLA2G4E;FLT3;GNGT1;FGF5;PLA2G4F;ANGPT1;PLA2G2C;PDGFRA;GRIN2B;IGF2;PLA2G5;FGF6;GNB3;GNG13;PLA2G12B;PLA1A;NTF3;PDGFRB;RASGRP3;FGF17;IGF1;GNG8;PLA2G4C;FGF21;FGF20;GNG11;PDGFD;EFNA3;KDR;FGF7;RASGRP4;PLA2G4A;RAPGEF5;RAC2;NGFR;EGF;KIT;NGF;HTR7;FGF2;FGFR4;TEK;FGF18;FGF22;FLT4;FGFR3;PDGFC;FLT1;GNGT2;GNG10;SHC3;PLCE1;RASAL1;PLCG2;SOS2;PLD2;PLA2G2D;RASAL3;LAT;CALML4;FGFR2;BRAP;CSF1R,embedding_top30_human
4,gsea,Wnt signaling pathway,0.5336340439214167,2.622480685017079,0.0,0.0,0.0,41/128,26.46%,WNT8A;LEF1;WNT8B;NKD1;RSPO1;SFRP1;PLCB2;WNT3A;SFRP2;FZD10;WNT2;RSPO3;WNT11;MMP7;WNT7A;DAAM2;DKK2;WNT2B;WNT6;SFRP4;NOTUM;TCF7;SOX17;LGR6;DKK1;FZD4;RSPO2;RAC2;WNT16;WNT7B;LGR5;CAMK2A;WNT9A;WNT10A;FZD9;VANGL1;PRICKLE4;WIF1;FZD2;TBL1XR1;AXIN2,embedding_top30_human
5,gsea,Serotonergic synapse,0.5660642936924505,2.5946349729460523,0.0,0.0,0.0,31/87,24.08%,PLA2G4D;HTR4;GABRB2;ALOX12;PLA2G4E;ALOX15;GNGT1;CACNA1S;PLA2G4F;PLCB2;HTR3B;HTR2C;TPH1;GNB3;HTR1F;GNG13;HTR6;HTR5A;GNG8;PLA2G4C;HTR3A;HTR2B;GNG11;PLA2G4A;PTGS2;HTR7;PTGS1;GNGT2;GNG10;SLC6A4;HTR2A,embedding_top30_human
6,gsea,Phospholipase D signaling pathway,0.5360668607664854,2.5729032890449948,0.0,0.0,0.0,46/128,31.16%,GRM7;PLA2G4D;AVP;MS4A2;PLA2G4E;CXCR1;LPAR4;LPAR3;PTGFR;GRM6;PLA2G4F;PLCB2;GRM3;AVPR2;PDGFRA;GRM2;LPAR5;PIK3R6;PDGFRB;PLA2G4C;SYK;PDGFD;PLA2G4A;CYTH4;EGF;KIT;PIK3CG;CXCR2;GRM1;PDGFC;DGKI;SHC3;PLCG2;SOS2;PLD2;GRM8;MTOR;SPHK1;LPAR1;ADCY7;GRM4;GRM5;PIK3R5;ADCY8;ADCY5;PIK3CB,embedding_top30_human
7,gsea,Focal adhesion,0.501139871311965,2.5654476011298812,0.0,0.0,0.0,58/177,26.86%,COL4A6;COL9A1;THBS2;TNC;COL4A3;MYL2;MYL10;COL2A1;ITGA8;PARVG;ITGB7;CAV3;LAMC3;TNN;PDGFRA;ITGA11;LAMB2;COL6A2;FLNC;MYLK4;LAMA1;MYLK3;PDGFRB;THBS4;IGF1;COL1A1;MYLK2;ITGB4;PDGFD;KDR;FN1;ERBB2;VWF;THBS3;LAMA4;COL6A5;RAC2;COL6A1;COL4A5;ITGA7;EGF;COL1A2;MYLK;CHAD;LAMB3;RELN;FLT4;ITGA10;PDGFC;FLT1;SHC3;SOS2;MYL7;VAV1;CAV1;VTN;ITGB6;ITGA5,embedding_top30_human
8,gsea,Pathways in cancer,0.4989407327997301,2.5455607699639216,0.0,0.0,0.0,175/440,34.15%,WNT8A;GLI1;ESR2;COL4A6;FGF23;NKX3-1;IL12A;LEF1;COL4A3;FGF10;FGF16;BIRC7;IFNG;NOS2;LPAR4;EPO;LPAR3;WNT8B;RXRG;FLT3;MGST2;PAX8;HHIP;GNGT1;FGF5;MMP2;PLCB2;WNT3A;IL23R;IL5RA;SHH;TRAF1;FZD10;IL5;SPI1;WNT2;IL2RA;IL2RG;LAMC3;IL12RB2;WNT11;PDGFRA;IL4;IGF2;LAMB2;FGF6;LPAR5;KIF7;LAMA1;PMAIP1;GNB3;WNT7A;WNT2B;PTGER2;GNG13;IL7R;WNT6;MMP9;BMP4;PDGFRB;RASGRP3;FGF17;TCF7;IL15;IGF1;GNG8;GLI2;CTNNA3;FGF21;FGF20;AR;CDK6;ESR1;GNG11;DCC;RARB;IL2RB;FGF7;FN1;ERBB2;BDKRB1;FZD4;RASGRP4;SKP2;LAMA4;RAC2;PTGS2;COL4A5;EGF;KIT;WNT16;WNT7B;FGF2;ALK;FGFR4;DAPK2;LAMB3;PTGER1;HEY2;CAMK2A;WNT9A;NOTCH3;FGF18;F2RL3;WNT10A;FGF22;EPOR;FZD9;FLT4;GLI3;IL7;FGFR3;GNGT2;GNG10;PTCH2;EGLN3;PLCG2;BIRC5;STAT4;IL6;CXCR4;SOS2;FZD2;PTGER3;DLL3;EDNRB;JAG1;EDN1;AXIN2;HEY1;MTOR;BID;RUNX1;LPAR1;CSF3R;TGFBR2;CXCL12;GSTO2;CALML4;ADCY7;WNT10B;FGFR2;COL4A4;LAMA5;CSF1R;FRAT2;NQO1;RAD51;MGST1;TGFB1;ADCY8;ADCY5;PIK3CB;MLH1;SMAD3;COL4A2;IL23A;ZBTB16;TRAF5;ADCY1;HEYL;CDK2;MSH2;EDNRA;FGF1;ETS1;GNG3;LAMB1;IL12RB1;ITGA2B;FZD1;RASGRP2;LAMC2;BRCA2;ADCY2,embedding_top30_human
9,gsea,Melanoma,0.5624536762844701,2.512901539862779,0.0,0.0,0.0,19/61,22.88%,FGF23;FGF10;FGF16;FGF5;PDGFRA;FGF6;PDGFRB;FGF17;IGF1;FGF21;FGF20;CDK6;PDGFD;FGF7;EGF;FGF2;FGF18;FGF22;PDGFC,embedding_top30_human
10,gsea,Transcriptional misregulation in cancer,0.49489662636732135,2.4963060818098692,0.0,0.0,0.0,44/142,29.83%,PAX5;WT1;PAX3;MPO;TLX1;RXRG;FLT3;PAX8;HOXA9;MMP3;TRAF1;SPI1;ITGB7;FLI1;CCNA1;MMP9;ITGAM;PAX7;ERG;IGF1;LYL1;IL2RB;CEBPE;SLC45A3;NGFR;ETV4;WNT16;PLAU;CD86;HMGA2;BCL11B;FLT1;ETV5;IL6;CD40;RUNX1;PTCRA;TGFBR2;MAF;RUNX2;IL1R2;CSF1R;CD14;HPGD,embedding_top30_human
11,gsea,Breast cancer,0.5618917213076272,2.495707214780842,0.0,0.0,0.0,49/124,26.86%,WNT8A;ESR2;FGF23;TNFSF11;LEF1;FGF10;FGF16;WNT8B;FGF5;WNT3A;FZD10;WNT2;WNT11;FGF6;WNT7A;WNT2B;WNT6;PGR;FGF17;TCF7;IGF1;FGF21;FGF20;CDK6;ESR1;FGF7;ERBB2;FZD4;EGF;KIT;WNT16;WNT7B;FGF2;HEY2;WNT9A;NOTCH3;FGF18;WNT10A;FGF22;FZD9;FLT4;SHC3;SOS2;FZD2;DLL3;JAG1;AXIN2;HEY1;MTOR,embedding_top30_human
12,gsea,Synaptic vesicle cycle,0.534994948369107,2.4924960572350003,0.0,0.0,0.0,26/66,27.52%,SLC6A12;SLC6A7;SLC17A7;SLC6A1;ATP6V1E2;ATP6V0D2;ATP6V1C2;SLC1A7;ATP6V1B1;SLC17A6;SLC6A5;CPLX4;SLC6A2;UNC13C;SLC6A13;CPLX1;SLC1A3;SLC1A2;SLC6A11;SLC1A6;SLC17A8;SLC6A4;STX1A;SLC18A2;ATP6V0A4;STX2,embedding_top30_human
13,gsea,Regulation of actin cytoskeleton,0.4768820443576491,2.491685302233704,0.0,0.0,0.0,60/183,30.20%,FGF23;FGF10;FGF16;MYL2;LPAR4;MYL10;FGF5;ITGA8;CHRM1;ITGAL;ITGB7;PDGFRA;ITGA11;CHRM5;FGF6;NCKAP1L;MYLK4;LPAR5;WAS;ITGAM;MYLK3;FGD3;PDGFRB;ITGAX;FGF17;FGF21;FGF20;MYLK2;ITGB4;PDGFD;FGF7;FN1;BDKRB1;RAC2;ITGA7;EGF;MYLK;FGF2;FGFR4;PFN4;ITGAE;FGF18;FGF22;ITGA10;FGFR3;PDGFC;CHRM2;CXCR4;SOS2;MYL7;VAV1;ITGB6;ITGA5;LPAR1;CXCL12;MYL9;FGFR2;ITGAD;MYH9;ITGA1,embedding_top30_human
14,gsea,Signaling pathways regulating pluripotency of stem cells,0.5303714851588154,2.484152708238475,0.0,0.0,0.0,37/116,29.09%,WNT8A;ONECUT1;NODAL;INHBC;ESRRB;WNT8B;DLX5;WNT3A;FZD10;WNT2;WNT11;SOX2;HESX1;WNT7A;WNT2B;WNT6;TBX3;BMP4;LHX5;IGF1;FZD4;INHBE;WNT16;WNT7B;FGF2;FGFR4;WNT9A;WNT10A;FZD9;FGFR3;DUSP9;LIF;FZD2;AXIN2;WNT10B;FGFR2;INHBB,embedding_top30_human
15,gsea,Leukocyte transendothelial migration,0.5210400912635161,2.4709327247751416,0.0,0.0,0.0,35/93,28.62%,CLDN16;MYL2;CLDN4;CLDN14;MYL10;MMP2;CLDN19;CLDN18;ITGAL;ITK;CLDN10;NCF4;CLDN5;MMP9;ITGAM;NCF2;RHOH;CLDN15;CTNNA3;CLDN8;ESAM;NCF1;TXK;RAC2;CLDN2;THY1;VCAM1;PLCG2;CXCR4;MYL7;VAV1;CDH5;CXCL12;MYL9;CLDN11,embedding_top30_human
